번호,종목코드,종목명,시장구분,증권구분,주식종류,상장일,폐지일,폐지사유,정리매매기간_시작일,정리매매기간_종료일,업종,액면가,상장주식수,이전상장후_종목코드,이전상장후_종목명
"1535","71301ATA","산은협력지원 1","KOSPI","수익증권","보통주","2008/01/04","2010/11/05","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","2070000","030880","멀티에셋자산운용"
"1536","080410","동북아6호","KOSPI","선박투자회사","보통주","2004/11/30","2010/10/25","신청에 의한 상장폐지",,,"서비스업","5000","1368164",,
"1537","738017T3","부산대특별자산","KOSPI","수익증권","보통주","2007/06/11","2010/10/20","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","8000000","082410","칸서스"
"1538","052970","올리브나인","KOSDAQ","주권","보통주","2002/07/16","2010/10/20","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/10/11","2010/10/19","오락·문화","500","9322900",,
"1539","013650","데코","KOSDAQ","주권","보통주","1996/01/20","2010/10/19","피흡수합병",,,"섬유·의류","500","36064572",,
"1540","084160","골든경매일호","KOSPI","투자회사","보통주","2005/07/27","2010/10/15","해산 사유 발생",,,"기타금융","무액면","4100378",,
"1541","058900","투미비티","KOSDAQ","주권","보통주","2004/10/29","2010/10/12","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/10/01","2010/10/11","소프트웨어","500","3500938",,
"1542","71301ASC","산은 K-Power 1","KOSPI","수익증권","보통주","2007/03/16","2010/10/11","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","1417681","030880","멀티에셋자산운용"
"1543","055250","다휘","KOSDAQ","주권","보통주","2001/12/06","2010/10/01","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/09/17","2010/09/30","기계·장비","100","169657735",,
"1544","035400","브이에스에스티","KOSDAQ","주권","보통주","1999/08/27","2010/10/01","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정","2010/09/17","2010/09/30","정보기기","500","37492032",,
"1545","035405","브이에스에스티우","KOSDAQ","주권","신형우선주","2003/09/23","2010/10/01","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정","2010/09/17","2010/09/30","정보기기","500","26000",,
"1546","033030","지오엠씨","KOSDAQ","주권","보통주","1997/08/18","2010/09/25","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/09/13","2010/09/24","일반전기전자","500","68111736",,
"1547","041450","인네트","KOSDAQ","주권","보통주","2000/07/20","2010/09/14","최종부도 발생","2010/09/03","2010/09/13","컴퓨터서비스","1000","6593182",,
"1548","089240","네오세미테크","KOSDAQ","주권","보통주","2006/12/22","2010/09/03","감사의견거절(감사범위 제한)","2010/08/25","2010/09/02","정보기기","500","48031839",,
"1549","058690","퓨쳐인포넷","KOSDAQ","주권","보통주","2003/12/29","2010/08/26","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정","2010/08/17","2010/08/25","컴퓨터서비스","500","10764193",,
"1550","041550","쎄라텍","KOSDAQ","주권","보통주","2000/07/11","2010/08/25","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/08/16","2010/08/24","IT부품","500","47961081",,
"1551","732017R8","맵스프런티어13호","KOSPI","수익증권","보통주","2005/11/01","2010/08/12","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","77139797","038860","미래에셋맵스자산"
"1552","012580","톰보이","KOSPI","주권","보통주","1988/09/01","2010/07/30","최종부도발생","2010/07/21","2010/07/29","섬유의복","500","69623750",,
"1553","018890","모라리소스","KOSDAQ","주권","보통주","1992/12/18","2010/07/22","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의  건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/07/13","2010/07/21","화학","500","5131481",,
"1554","011050","케드콤","KOSPI","주권","보통주","1988/09/01","2010/07/22","감사의견 의견거절","2010/07/13","2010/07/21","전기전자","500","7304292",,
"1555","047710","액티투오","KOSDAQ","주권","보통주","2001/07/20","2010/07/21","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/07/12","2010/07/20","통신장비","500","26483756",,
"1556","035830","메카포럼","KOSDAQ","주권","보통주","1999/12/03","2010/07/16","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/07/07","2010/07/15","오락·문화","500","50947079",,
"1557","114410","현대푸드","KOSPI","주권","보통주","2009/12/17","2010/07/16","해산 사유 발생",,,"서비스업","500","17144000",,
"1558","027840","고덴시","KOSPI","주권","보통주","1997/11/25","2010/07/14","해산 사유 발생",,,"전기전자","500","23065935",,
"1559","036850","나리지*온","KOSDAQ","주권","보통주","1999/11/25","2010/07/14","피흡수합병",,,"반도체","500","16804203",,
"1560","084240","동북아15호","KOSPI","선박투자회사","보통주","2005/08/12","2010/07/13","신청에 의한 상장폐지",,,"서비스업","5000","1909057",,
"1561","735017S9","GB특별18호","KOSPI","수익증권","보통주","2006/12/01","2010/07/05","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","10400000","086070","골든브릿지자산운용"
"1562","004147","동방전환상환2우B","KOSPI","주권","신형우선주","2007/07/13","2010/06/29","종목별 상장폐지신청",,,"운수창고업","1000","834720","004140","동방"
"1563","066300","샤인시스템","KOSDAQ","주권","보통주","2002/09/25","2010/06/29","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/06/18","2010/06/28","화학","500","24532217",,
"1564","066930","에스디","KOSDAQ","주권","보통주","2003/01/24","2010/06/29","상장폐지신청('10.06.01)","2010/06/18","2010/06/28","제약","500","8000000",,
"1565","068770","선우중공업","KOSDAQ","주권","보통주","2005/05/20","2010/06/17","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/06/08","2010/06/16","기계·장비","500","2369473",,
"1566","023670","알이엔","KOSDAQ","주권","보통주","2001/01/11","2010/06/17","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/06/08","2010/06/16","일반전기전자","500","24006119",,
"1567","071057","한국금융지주2우B","KOSPI","주권","신형우선주","2003/07/21","2010/06/04","존속기간 만료",,,"기타금융","5000","2849787","071050","한국금융지주"
"1568","735017S3","GB13특별","KOSPI","수익증권","보통주","2006/06/15","2010/05/20","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","2135463","086070","골든브릿지자산운용"
"1569","011400","케이씨오에너지","KOSPI","주권","보통주","1991/02/12","2010/05/20","최종부도발생","2010/05/11","2010/05/19","운수장비","500","150979654",,
"1570","067850","바이나믹","KOSDAQ","주권","보통주","2005/10/05","2010/05/19","당해 코스닥시장상장법인의 계속성 및 경영의 투명성 등을 종합적으로 고려한 결과 상장폐지기준에 해당한다고 결정","2010/05/10","2010/05/18","오락·문화","500","50234581",,
"1571","007490","태창기업","KOSPI","주권","보통주","1976/12/28","2010/05/13","감사의견 의견거절","2010/05/03","2010/05/12","섬유의복","500","32896850",,
"1572","018410","현대금속","KOSPI","주권","보통주","1989/07/25","2010/05/13","감사의견 의견거절","2010/05/03","2010/05/12","유통업","500","49867601",,
"1573","018417","현대금속2우B","KOSPI","주권","신형우선주","2002/02/06","2010/05/13","감사의견 의견거절","2010/05/03","2010/05/12","유통업","500","159342",,
"1574","018415","현대금속우","KOSPI","주권","구형우선주","1989/12/02","2010/05/13","감사의견 의견거절","2010/05/03","2010/05/12","유통업","500","1134",,
"1575","085990","단성일렉트론","KOSDAQ","주권","보통주","2006/05/23","2010/05/08","감사의견거절(감사범위제한)","2010/04/28","2010/05/07","반도체","500","82139027",,
"1576","041320","보홍","KOSDAQ","주권","보통주","2000/08/08","2010/05/08","감사의견거절(감사범위제한)","2010/04/28","2010/05/07","유통","500","13273123",,
"1577","030390","쏠라엔텍","KOSDAQ","주권","보통주","1997/02/12","2010/05/08","감사의견거절(감사범위제한 및 계속기업 존속 불확실)","2010/04/28","2010/05/07","유통","500","39517151",,
"1578","074140","엑스로드","KOSDAQ","주권","보통주","2006/08/01","2010/05/08","감사범위제한으로 인한 의견거절","2010/04/28","2010/05/07","컴퓨터서비스","500","36602974",,
"1579","053470","오페스","KOSDAQ","주권","보통주","2001/07/31","2010/05/08","감사범위제한으로 인한 감사의견 거절","2010/04/28","2010/05/07","통신장비","500","63631801",,
"1580","041630","인젠","KOSDAQ","주권","보통주","2002/01/15","2010/05/08","감사범위제한으로 인한 의견거절","2010/04/28","2010/05/07","소프트웨어","500","88389541",,
"1581","057100","하이스마텍","KOSDAQ","주권","보통주","2002/11/15","2010/05/08","감사의견거절(감사범위제한)","2010/04/28","2010/05/07","소프트웨어","500","35292775",,
"1582","058480","해원에스티","KOSDAQ","주권","보통주","2002/01/15","2010/05/08","감사범위제한으로 인한 감사의견거절","2010/04/28","2010/05/07","금속","500","30395889",,
"1583","041030","이루넷","KOSDAQ","주권","보통주","2000/05/30","2010/05/05","감사범위제한으로 인한 감사의견 거절","2010/04/26","2010/05/04","기타서비스","500","26562599",,
"1584","065410","지엔텍홀딩스","KOSDAQ","주권","보통주","2002/08/01","2010/05/05","감사의견거절(감사범위제한 및 계속기업 존속 불확실)","2010/04/26","2010/05/04","기계·장비","500","24010371",,
"1585","012090","성원건설","KOSPI","주권","보통주","1991/02/22","2010/05/03","감사의견 의견거절","2010/04/22","2010/04/30","건설업","5000","44798281",,
"1586","012095","성원건설우","KOSPI","주권","구형우선주","1994/11/22","2010/05/03","감사의견 의견거절","2010/04/22","2010/04/30","건설업","5000","661514",,
"1587","024870","유성티에스아이","KOSPI","주권","보통주","1997/08/27","2010/05/03","감사의견 의견거절","2010/04/22","2010/04/30","기계","500","16579469",,
"1588","069470","제로원인터랙티브","KOSPI","주권","보통주","2002/11/11","2010/05/03","감사의견 의견거절","2010/04/22","2010/04/30","서비스업","500","13263451",,
"1589","035710","CL","KOSDAQ","주권","보통주","1999/11/11","2010/05/01","감사범위제한으로 인한 감사의견거절","2010/04/22","2010/04/30","유통","500","30723831",,
"1590","037110","JS","KOSDAQ","주권","보통주","2000/07/11","2010/05/01","감사의견거절(감사범위제한)","2010/04/22","2010/04/30","컴퓨터서비스","500","4217054",,
"1591","078670","아구스","KOSDAQ","주권","보통주","2007/07/27","2010/05/01","감사의견거절(감사범위제한 및 계속기업 존속 불확실)","2010/04/22","2010/04/30","통신장비","500","13907346",,
"1592","020070","에버리소스","KOSDAQ","주권","보통주","1994/12/29","2010/05/01","감사범위제한 및 계속기업존속능력에 대한 불확실성으로 인한 감사의견거절","2010/04/22","2010/04/30","유통","100","302694620",,
"1593","020075","에버리소스우","KOSDAQ","주권","신형우선주","1994/12/29","2010/05/01","감사범위제한 및 계속기업존속능력에 대한 불확실성으로 인한 감사의견거절","2010/04/22","2010/04/30","유통","100","20000",,
"1594","002540","고제","KOSPI","주권","보통주","1989/10/12","2010/04/23","감사의견 의견거절","2010/04/14","2010/04/22","화학","500","11411390",,
"1595","076090","테이크시스템","KOSDAQ","주권","보통주","2005/07/26","2010/04/23","감사의견거절(감사범위제한)","2010/04/14","2010/04/22","기계·장비","500","13705681",,
"1596","045290","포네이처","KOSDAQ","주권","보통주","2004/01/06","2010/04/23","사업보고서 법정제출기한 익일부터 10일이내 미제출","2010/04/14","2010/04/22","유통","500","30630938",,
"1597","033190","폴켐","KOSDAQ","주권","보통주","1997/11/10","2010/04/23","사업보고서 법정제출기한 익일부터 10일이내 미제출","2010/04/14","2010/04/22","화학","500","12926510",,
"1598","012420","메리츠종금","KOSPI","주권","보통주","1994/09/16","2010/04/21","해산 사유 발생",,,"기타금융","500","122950720",,
